wds_id,discov#,comp,first,last,obs,pa_first,pa_last,sep_first,sep_last,mag1,mag2,spectr,pm1_ra,pm1_dec,pm2_ra,pm2_dec,notes,coord_arcsec_2000,pm1,pm2,rPM,pri_source,sec_source,pri_plx,sec_plx,pri_e_plx,sec_e_plx,pri_gaia_gmag,sec_gaia_gmag,pri_gaia_pmra,pri_gaia_pmdec,sec_gaia_pmra,sec_gaia_pmdec,min_rad_sep_pc,min_rad_sep_au,min_rad_sep_ly
18307-1530,J 1653,,1941,2015,5,250,237,5.0,6.7,9.4,11.5,,51.0,41.0,,,,183036.51-152936.6,65.43699259593154,-1.0,-1.0,,,,,,,,,,,,,,,
18396+0736,J 2141,,1942,2019,12,205,201,4.0,5.9,9.4,10.8,,1.0,-3.0,,,,183939.91+073554.0,3.1622776601683795,-1.0,-1.0,,,,,,,,,,,,,,,
18453-2411,ALD 92,,1910,2016,7,129,131,5.7,5.7,10.36,11.4,,-35.0,28.0,,,,184520.37-241112.7,44.82186966202994,-1.0,-1.0,,,,,,,,,,,,,,,
18462-2046,I 1030,,1910,2016,10,160,161,4.0,5.9,9.41,12.4,K2/3III:,0.0,15.0,,,,184614.29-204616.8,15.0,-1.0,-1.0,,,,,,,,,,,,,,,
18477+4159,ES 1560,,1916,2010,4,341,345,8.0,9.8,9.97,12.1,K0,35.0,69.0,,,,184744.93+415926.4,77.3692445355388,-1.0,-1.0,,,,,,,,,,,,,,,
18483+5752,STI2390,AC,1903,2015,8,52,100,4.9,5.1,10.96,12.0,,5.0,40.0,,,,184812.96+575136.2,40.311288741492746,-1.0,-1.0,,,,,,,,,,,,,,,
18526-0108,J 2239,BC,1942,2015,9,295,305,6.0,8.4,10.88,12.96,,89.0,-110.0,,,,185219.70-010830.0,141.4955829699288,-1.0,-1.0,,,,,,,,,,,,,,,
18542+2856,MLB 467,,1926,2015,7,199,196,7.9,9.6,9.72,11.4,G5,1.0,-7.0,,,,185412.61+285538.1,7.0710678118654755,-1.0,-1.0,,,,,,,,,,,,,,,
18551+3645,ES 2485,,1931,2015,9,164,162,6.0,6.2,11.0,11.5,,-17.0,12.0,,,,185503.37+364515.6,20.808652046684813,-1.0,-1.0,,,,,,,,,,,,,,,
18559+3707,ES 2486,,1931,2021,12,281,269,6.6,7.9,10.5,11.6,,13.0,12.0,,,,185557.57+370722.7,17.69180601295413,-1.0,-1.0,,,,,,,,,,,,,,,
18589+1911,L 65,,1910,1910,1,68,68,8.7,8.7,10.0,10.5,,,,,,X,185806.67+191100.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
19062-1621,J 2254,,1942,2015,6,135,141,7.0,7.9,9.7,11.5,,-3.0,5.0,,,,190615.61-162128.1,5.830951894845301,-1.0,-1.0,,,,,,,,,,,,,,,
19086-1445,J 2687,,1906,2016,11,238,244,5.5,5.8,10.2,10.2,,45.0,11.0,,,,190840.17-144437.5,46.32493928760188,-1.0,-1.0,,,,,,,,,,,,,,,
19111-0701,BRT 491,,1911,2015,10,186,185,4.1,7.0,10.1,11.4,F5,-2.0,25.0,,,,191106.08-070123.0,25.079872407968907,-1.0,-1.0,,,,,,,,,,,,,,,
19140+3252,SEI 580,AC,1893,1992,2,343,351,15.5,9.7,10.83,12.5,,-8.0,27.0,,,NXW,191354.43+325205.8,28.160255680657446,-1.0,-1.0,,,,,,,,,,,,,,,
19151+5946,ES 193,,1903,2021,13,114,135,8.1,8.4,9.12,11.9,F0,-1.0,26.0,,,,191508.93+594630.2,26.019223662515376,-1.0,-1.0,,,,,,,,,,,,,,,
19157-0238,J 1670,,1941,2015,8,0,5,5.0,7.7,9.8,12.0,,-5.0,-1.0,,,,191551.80-023910.5,5.0990195135927845,-1.0,-1.0,,,,,,,,,,,,,,,
19210+3931,MLB 861,,1933,1933,1,114,114,5.6,5.6,9.5,10.0,,,,,,X,192100.00+393100.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
19218-0122,J 116,,1895,2018,33,91,143,4.6,6.0,10.51,10.7,B9,-6.0,0.0,,,,192146.34-012143.6,6.0,-1.0,-1.0,,,,,,,,,,,,,,,
19278+3911,MLB 867,,1933,2018,11,239,237,5.7,6.1,10.0,11.0,,2.0,-1.0,,,,192747.78+391109.3,2.23606797749979,-1.0,-1.0,,,,,,,,,,,,,,,
19292+2917,MLB 652,,1930,2015,6,216,218,3.9,5.6,10.5,11.0,,-1.0,-2.0,,,N,192909.54+291804.1,2.23606797749979,-1.0,-1.0,,,,,,,,,,,,,,,
19364+4808,ES 491,AB,1907,2021,3,58,54,9.7,10.0,10.15,10.6,,-1.0,3.0,,,,193619.63+480637.8,3.1622776601683795,-1.0,-1.0,,,,,,,,,,,,,,,
19378-0512,J 1680,AB,1941,2015,7,320,341,5.0,9.7,10.01,12.4,,-13.0,-49.0,,,,193747.57-051144.7,50.695167422546305,-1.0,-1.0,,,,,,,,,,,,,,,
19411+2812,MLB 602,,1929,2015,8,150,134,6.0,7.1,10.5,11.5,,-19.0,7.0,,,,194107.05+281127.5,20.248456731316587,-1.0,-1.0,,,,,,,,,,,,,,,
19411-5845,UC 4006,,1924,2016,8,272,267,9.0,8.6,9.8,10.1,G2V,34.0,-75.0,28.0,-76.0,V,194106.05-584440.7,82.34682750416071,80.99382692526635,0.07386760018157199,,,,,,,,,,,,,,,
19458+4145,A 601,AC,1892,2018,14,6,3,6.4,6.0,10.4,11.0,F0,9.0,-42.0,,,,194557.37+414456.7,42.95346318982906,-1.0,-1.0,,,,,,,,,,,,,,,
19464+3201,KAM 3,AB,1935,2019,105,135,135,2.2,5.7,10.38,11.15,M0.5V+M2V,465.0,-393.0,,,NO,194624.02+320100.4,608.8300255407909,-1.0,-1.0,,,,,,,,,,,,,,,
19518+3501,SEI 705,,1894,2018,15,131,131,8.7,9.3,10.4,10.7,,0.0,0.0,0.0,-1.0,,195148.50+350051.5,0.0,1.0,-1.0,,,,,,,,,,,,,,,
19566+6122,ES 1851,,1920,2015,9,108,156,5.6,6.3,10.47,12.7,,26.0,43.0,,,,195637.70+612206.6,50.24937810560445,-1.0,-1.0,,,,,,,,,,,,,,,
19570+3836,MLB 948,,1934,2015,9,6,6,4.1,5.3,10.7,11.7,,-7.0,-10.0,,,,195700.54+383608.4,12.206555615733702,-1.0,-1.0,,,,,,,,,,,,,,,
19576+3906,MLB 981,,1935,2015,9,56,61,3.7,6.2,10.3,11.2,,-25.0,-6.0,,,,195740.35+390533.4,25.709920264364882,-1.0,-1.0,,,,,,,,,,,,,,,
19599+1007,J 831,,1912,2015,16,276,276,3.0,7.3,10.93,11.6,,32.0,-4.0,,,,195955.17+100729.5,32.2490309931942,-1.0,-1.0,,,,,,,,,,,,,,,
20064+0433,BAL2961,,1897,2017,13,252,252,9.5,9.3,9.7,9.8,,-2.0,-8.0,-3.0,-8.0,,200624.38+043306.6,8.246211251235321,8.54400374531753,0.12126781251816648,,,,,,,,,,,,,,,
20090+3258,SEI 916,,1893,1893,1,29,29,5.4,5.4,10.5,11.0,,,,,,NX,200900.37+325729.4,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
20098+3130,SEI 932,,1893,1893,1,291,291,5.4,5.4,10.0,10.0,,,,,,NX,200947.62+313005.6,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
20107+7132,MLB 416,,1925,2016,10,164,161,6.3,6.7,10.5,12.0,G0,22.0,17.0,,,,201038.77+713145.0,27.80287754891569,-1.0,-1.0,,,,,,,,,,,,,,,
20166+2134,BRT2524,,1892,2018,19,287,288,5.1,5.2,9.4,9.8,F8,9.0,-9.0,8.0,-9.0,,201633.67+213408.8,12.727922061357855,12.041594578792296,0.07856742013183861,,,,,,,,,,,,,,,
20170+4017,CNT 5,,1998,2015,8,331,331,5.9,5.9,9.15,10.91,OB,-1.0,-6.0,,,K,201658.28+401718.0,6.082762530298219,-1.0,-1.0,,,,,,,,,,,,,,,
20180+2429,OL 123,,1924,1998,2,322,337,4.3,5.3,10.5,11.0,,-4.0,1.0,,,,201754.23+242736.0,4.123105625617661,-1.0,-1.0,,,,,,,,,,,,,,,
20206+3726,SEI1093,,1895,1895,1,67,67,6.7,6.7,9.7,9.7,,,,,,NX,202010.00+372600.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
20222+2736,MLB 611,,1929,2015,5,170,206,4.9,9.9,9.12,11.6,G5,83.0,27.0,,,,202209.27+273623.8,87.28115489611719,-1.0,-1.0,,,,,,,,,,,,,,,
20261+2910,MLB 479,,1828,2015,10,167,141,4.0,6.4,10.0,11.8,G0,-1.0,-11.0,,,N,202605.98+290930.2,11.045361017187261,-1.0,-1.0,,,,,,,,,,,,,,,
20289-0652,HJ 918,,1827,2016,16,320,326,3.0,7.7,10.8,11.2,G5,130.0,-129.0,,,N,202852.47-065306.4,183.14202139323461,-1.0,-1.0,,,,,,,,,,,,,,,
20296+4021,STN 50,,1879,1879,1,170,170,6.3,6.3,9.0,10.0,A2,,,,,,202910.00+402100.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
20307+3521,HJ 1526,"A,BC",1828,2018,28,154,148,8.0,8.8,9.0,9.26,A2,7.0,8.0,9.0,10.0,N,203040.68+352053.2,10.63014581273465,13.45362404707371,0.2660760420950957,,,,,,,,,,,,,,,
20317-0940,HEI9016,AC,1977,2015,8,40,44,6.8,8.3,10.6,12.0,,-94.0,21.0,,,,203140.15-094145.5,96.317184344228,-1.0,-1.0,,,,,,,,,,,,,,,
20447+4131,MLB 25,,1892,2015,14,205,207,5.5,5.7,10.68,10.85,,-5.0,-9.0,-6.0,-9.0,,204441.91+413032.8,10.295630140987,10.816653826391969,0.09712858623572641,,,,,,,,,,,,,,,
20456-0853,HDO 160,,1880,2019,19,210,201,5.0,5.7,9.1,9.5,K0,83.0,-83.0,,,N,204535.82-085242.9,117.37972567696688,-1.0,-1.0,,,,,,,,,,,,,,,
20506-3645,B 2893,,1913,2015,7,336,297,12.2,9.7,9.85,11.9,,67.0,-8.0,,,,205038.57-364507.3,67.47592163134935,-1.0,-1.0,,,,,,,,,,,,,,,
20524+3724,SEI1287,,1896,1896,1,353,353,6.7,6.7,9.8,11.0,,,,,,NX,205215.00+372400.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
20531-0651,J 2326,,1892,2016,16,12,80,7.9,8.1,10.34,10.51,G0,-8.0,7.0,,,U,205307.34-065044.6,10.63014581273465,-1.0,-1.0,,,,,,,,,,,,,,,
20539+4139,BRT2280,,1892,2019,10,192,192,5.0,5.0,10.5,10.6,,0.0,0.0,-2.0,-3.0,,205353.27+413844.4,0.0,3.605551275463989,-1.0,,,,,,,,,,,,,,,
20539+4632,ES 673,,1892,2018,11,83,76,3.8,5.2,9.5,9.7,,-3.0,-4.0,,,,205355.96+462937.6,5.0,-1.0,-1.0,,,,,,,,,,,,,,,
20546+3914,MLB 780,AB,1932,2015,6,66,64,8.6,9.6,10.7,10.8,,-1.0,-7.0,,,,205436.78+391416.0,7.0710678118654755,-1.0,-1.0,,,,,,,,,,,,,,,
20549+3913,MLB 781,,1932,2015,11,296,296,7.5,8.6,10.6,10.6,,-9.0,-20.0,-13.0,-20.0,,205453.62+391312.1,21.93171219946131,23.853720883753127,0.1823843010350213,,,,,,,,,,,,,,,
20558+3905,MLB 956,,1934,2015,10,114,115,4.6,5.0,10.2,11.2,,,,18.0,-14.0,,205550.47+390511.2,-1.0,22.80350850198276,-1.0,,,,,,,,,,,,,,,
20559+3921,MLB 958,,1934,2020,9,176,169,5.1,5.3,10.0,12.0,,-31.0,94.0,,,,205557.21+392057.3,98.97979591815695,-1.0,-1.0,,,,,,,,,,,,,,,
21014+0542,ELP 47,,2000,2015,8,26,25,6.3,6.3,9.39,11.66,,19.0,-3.0,,,K,210124.59+054212.8,19.235384061671343,-1.0,-1.0,,,,,,,,,,,,,,,
21052+3838,ALI 958,,1928,2022,9,150,146,7.7,8.1,10.58,12.7,,44.0,44.0,,,,210511.56+383758.0,62.22539674441618,-1.0,-1.0,,,,,,,,,,,,,,,
21053-2021,ARA1223,,1919,1921,3,323,320,10.6,9.9,10.48,12.7,,-63.0,-38.0,,,,210517.82-202053.1,73.57309290766564,-1.0,-1.0,,,,,,,,,,,,,,,
21058+1939,J 2702,,1895,2016,13,177,178,5.7,5.4,11.0,11.3,,,,-24.0,52.0,,210543.85+194009.9,-1.0,57.271284253105414,-1.0,,,,,,,,,,,,,,,
21073+3857,MLB 889,,1933,2022,10,1,5,5.8,7.0,10.2,11.5,,-3.0,-3.0,,,,210718.20+385718.4,4.242640687119285,-1.0,-1.0,,,,,,,,,,,,,,,
21098+3143,ES 2440,,1930,1930,1,202,202,5.0,5.0,10.89,11.9,,5.0,-57.0,,,X,210947.08+314329.3,57.21887800367987,-1.0,-1.0,,,,,,,,,,,,,,,
21119+4838,HJ 1624,,1828,2018,17,190,190,11.0,6.2,9.33,10.0,F3IV,17.0,3.0,14.0,0.0,,211156.59+483810.3,17.26267650163207,14.0,0.24576957615571213,,,,,,,,,,,,,,,
21142+4930,ES 819,,1902,2019,14,199,203,3.9,5.0,10.8,11.4,,36.0,30.0,,,,211411.62+492950.9,46.861498055439924,-1.0,-1.0,,,,,,,,,,,,,,,
21148+7003,MLB 364,,1924,2015,8,64,59,4.0,5.2,9.7,11.7,,16.0,9.0,,,,211451.37+700248.9,18.35755975068582,-1.0,-1.0,,,,,,,,,,,,,,,
21168+1337,J 578,,1911,2015,14,291,277,3.9,7.2,9.4,11.8,,22.0,4.0,,,,211648.77+133701.9,22.360679774997898,-1.0,-1.0,,,,,,,,,,,,,,,
21186-6406,UC 4438,,1998,2019,4,226,227,8.9,9.1,10.3,11.3,,38.0,-60.0,31.0,-72.0,V,211838.69-640600.5,71.02112361825881,78.39005038906404,0.1956100281392647,,,,,,,,,,,,,,,
21202+3818,PTT 18,,1895,2018,15,117,124,6.1,6.6,10.0,10.2,,4.0,-16.0,1.0,-18.0,,212102.28+382241.2,16.492422502470642,18.027756377319946,0.21861865804880154,,,,,,,,,,,,,,,
21203+4921,BU 839,CB,1881,2016,9,6,7,6.5,8.1,9.01,10.08,,,,-6.0,-6.0,,212017.46+492035.7,-1.0,8.48528137423857,-1.0,,,,,,,,,,,,,,,
21206+4219,WSI 16,,1895,2020,16,150,149,8.6,8.2,9.7,9.9,,-8.0,-2.0,-6.0,-2.0,,212032.79+421900.4,8.246211251235321,6.324555320336759,0.24253562503633297,,,,,,,,,,,,,,,
21222+6037,SMA 149,,1921,1921,1,47,47,7.2,7.2,11.0,12.0,,,,,,X,212230.00+603700.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
21254-4814,UC 4467,,1998,2016,5,248,248,9.4,9.5,10.8,12.9,,13.0,-58.0,7.0,-64.0,V,212524.44-481409.0,59.43904440685432,64.38167441127949,0.14275601936258708,,,,,,,,,,,,,,,
21307-3057,RSS 561,AB,1976,2015,4,98,98,5.7,5.3,10.87,10.9,,16.0,-215.0,,,,213044.67-305720.8,215.59452683219953,-1.0,-1.0,,,,,,,,,,,,,,,
21316+4420,ES 1337,AB,1895,2018,9,270,264,4.9,6.2,9.03,10.0,,19.0,3.0,,,,213137.45+442132.5,19.235384061671343,-1.0,-1.0,,,,,,,,,,,,,,,
21396+4049,MLB 29,,1895,2016,13,341,340,7.1,6.8,10.58,12.1,,-28.0,-126.0,,,,213934.71+404944.6,129.07362240210043,-1.0,-1.0,,,,,,,,,,,,,,,
21415+3817,SEI1532,,1894,1894,1,139,139,5.1,5.1,10.8,11.0,,,,,,NX,214128.69+381727.2,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
21458+1419,J 164,,1903,2017,15,306,300,5.1,5.1,9.4,11.0,,-4.0,-13.0,,,,214545.75+141954.4,13.601470508735444,-1.0,-1.0,,,,,,,,,,,,,,,
21549+1914,AMS 2,,1895,2020,10,200,199,7.0,7.0,10.23,10.23,,-21.0,-27.0,-17.0,-23.0,R,215451.22+191410.7,34.20526275297414,28.600699292150182,0.1653796461189446,,,,,,,,,,,,,,,
22048+6822,MLB 430,,1925,2015,8,296,290,5.3,6.3,11.0,11.2,,14.0,-18.0,,,,220441.96+682216.1,22.80350850198276,-1.0,-1.0,,,,,,,,,,,,,,,
22051-8444,HJ 5292,,1873,2016,13,152,152,5.3,5.2,9.72,12.5,G0,-10.0,33.0,,,,220507.96-844354.1,34.48187929913333,-1.0,-1.0,,,,,,,,,,,,,,,
22081+1322,HJ 1728,AB,1828,2015,14,309,2,4.0,6.5,10.07,12.8,,-49.0,-24.0,,,,220804.49+132148.9,54.56189146281496,-1.0,-1.0,,,,,,,,,,,,,,,
22174-0102,BAL 631,AB,1895,2001,2,244,211,3.3,7.8,10.81,11.6,,35.0,111.0,,,N,221725.33-010132.5,116.3872845288522,-1.0,-1.0,,,,,,,,,,,,,,,
22221+3415,UC 4725,,1941,2016,11,10,7,8.8,8.7,10.5,11.5,,28.0,-47.0,28.0,-44.0,V,222205.64+341446.5,54.70831746635972,52.15361924162119,0.05483626876013336,,,,,,,,,,,,,,,
22245+0051,MRG 4,,1906,2011,6,10,344,6.0,7.5,9.82,11.2,K0,39.0,12.0,,,,222431.33+005051.7,40.80441152620633,-1.0,-1.0,,,,,,,,,,,,,,,
22318+2953,MLB 582,,1928,2018,13,341,341,4.7,5.5,10.5,11.0,,1.0,-19.0,,,N,223152.52+295357.9,19.026297590440446,-1.0,-1.0,,,,,,,,,,,,,,,
22328+3226,J 2373,,1930,2016,14,117,107,6.7,5.4,9.7,10.7,,,,-9.0,-115.0,,223210.71+322048.8,-1.0,115.35163631262454,-1.0,,,,,,,,,,,,,,,
22375+2356,HU 391,AC,1921,2015,17,191,194,5.9,5.6,9.71,12.44,K8,91.0,-12.0,94.0,-5.0,V,223727.03+235616.5,91.7877987534291,94.13288479590966,0.08297151919202542,,,,,,,,,,,,,,,
22380-1550,FEN 40,,1916,2021,2,60,60,5.0,6.1,10.0,12.3,,,,,,,223805.02-155055.8,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
22446-1918,TDT3685,,1991,1991,1,224,224,7.2,7.2,9.41,11.94,G5V,171.0,46.0,,,,224437.41-191738.4,177.0790783802536,-1.0,-1.0,,,,,,,,,,,,,,,
22450+4928,SAN 3,,1940,2016,10,325,321,6.3,6.2,10.9,11.3,N,5.0,-10.0,,,,224458.50+492852.4,11.180339887498949,-1.0,-1.0,,,,,,,,,,,,,,,
23016+6912,OL 224,,1895,2014,20,54,48,7.1,6.9,9.34,11.19,F2,25.0,11.0,21.0,14.0,N,230138.91+691216.2,27.313000567495326,25.238858928247925,0.18306300648455312,,,,,,,,,,,,,,,
23023+1522,HU 992,,1904,2017,23,182,122,2.9,6.0,9.6,12.3,K2+G3,-26.0,-2.0,,,,230217.45+152213.0,26.076809620810597,-1.0,-1.0,,,,,,,,,,,,,,,
23045-7620,HJ 5375,,1835,2016,12,122,123,4.0,9.7,10.8,11.1,F8,42.0,4.0,45.0,1.0,,230428.05-761952.3,42.190046219457976,45.0111097397076,0.10056022847309862,,,,,,,,,,,,,,,
23062-6803,MLO 96,,1892,2015,11,151,150,4.7,5.0,10.59,10.73,F6/8(IV),-36.0,74.0,,,,230610.19-680234.2,82.29216244576394,-1.0,-1.0,,,,,,,,,,,,,,,
23063+5733,STI2939,,1920,2015,7,156,138,7.5,6.6,9.3,11.5,M,5.0,-4.0,,,,230626.95+573359.8,6.4031242374328485,-1.0,-1.0,,,,,,,,,,,,,,,
23096+0045,GAU 20,AB,1920,1920,1,19,19,9.3,9.3,9.83,10.6,G2,-29.0,-130.0,,,NX P,230932.94+004239.7,133.19534526401438,-1.0,-1.0,,,,,,,,,,,,,,,
23186-2243,TDT3975,,1991,1991,1,286,286,7.3,7.3,10.79,12.45,K5V,398.0,-97.0,,,,231837.49-224249.7,409.6498504820916,-1.0,-1.0,,,,,,,,,,,,,,,
23314+0317,BAL2068,,1909,2017,12,76,74,6.8,7.2,9.7,9.8,,40.0,12.0,42.0,13.0,,233122.15+031700.4,41.7612260356422,43.965895873961216,0.053544117109764915,,,,,,,,,,,,,,,
23355+4059,MLB 997,,1935,2020,9,218,213,2.6,5.2,10.5,12.0,,13.0,24.0,,,,233531.85+405915.4,27.294688127912362,-1.0,-1.0,,,,,,,,,,,,,,,
23522-1624,FEN 44,,1916,1916,1,31,31,5.6,5.6,9.27,11.5,G8III,50.0,28.0,,,X,235214.36-162353.0,57.30619512757761,-1.0,-1.0,,,,,,,,,,,,,,,
23530-1629,ARA 314,,1916,2021,2,44,44,6.1,6.2,9.66,12.5,G5,-68.0,-33.0,,,,235257.04-162849.8,75.58438992278762,-1.0,-1.0,,,,,,,,,,,,,,,
23553+2951,BRT 62,,1895,2016,10,147,154,2.5,5.7,9.9,12.8,,-17.0,44.0,,,S,235526.88+295109.2,47.16990566028302,-1.0,-1.0,,,,,,,,,,,,,,,
